id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
10001,tt0096486,0.218145,0,0,Young Einstein,Yahoo Serious|Odile Le Clezio|Peewee Wilson|Su Cruickshank|John Howard,,Yahoo Serious,E=mcÂ²,atomic bomb|nobel prize|rock|albert einstein|marie curie,"Albert Einstein is the son of a Tasmanian apple farmer, who discovers the secret of splitting the beer atom to put the bubbles back into beer. When Albert travels to Sydney to patent his invention he meets beatuiful French scientist Marie Curie, as well as several unscrupulous types who try to take advantage of the naive genius and his invention.",91,Comedy|Science Fiction,Warner Bros.,12/15/88,19,4.2,1988,0,0
